
=== CANONICAL COLLECTION ===
----------------------------------- State 0 -----------------------------------
[ Goal            -> *Program                                     , End ]
[ Term       -> *Negative            , <= ]
[ Term       -> *Term * Negative     , > ]
[ Term       -> *Term / Negative     , > ]
[ Term       -> *Negative            , > ]
[ Term       -> *Term * Negative     , < ]
[ Term       -> *Term / Negative     , < ]
[ Term       -> *Negative            , < ]
[ Term       -> *Term * Negative     , + ]
[ Term       -> *Term / Negative     , + ]
[ Term       -> *Negative            , + ]
[ Term       -> *Term * Negative     , - ]
[ Term       -> *Term / Negative     , - ]
[ Term       -> *Negative            , - ]
[ Term       -> *Term * Negative     , * ]
[ Term       -> *Term / Negative     , * ]
[ Term       -> *Negative            , * ]
[ Term       -> *Term * Negative     , / ]
[ Term       -> *Term / Negative     , / ]
[ Term       -> *Negative            , / ]
[ Negative   -> *- Factor            , ) ]
[ Negative   -> *Factor              , ) ]
[ Negative   -> *- Factor            , || ]
[ Negative   -> *Factor              , || ]
[ Negative   -> *- Factor            , && ]
[ Negative   -> *Factor              , && ]
[ Negative   -> *- Factor            , =? ]
[ Negative   -> *Factor              , =? ]
[ Negative   -> *- Factor            , >= ]
[ Negative   -> *Factor              , >= ]
[ Negative   -> *- Factor            , <= ]
[ Negative   -> *Factor              , <= ]
[ Negative   -> *- Factor            , > ]
[ Negative   -> *Factor              , > ]
[ Negative   -> *- Factor            , < ]
[ Negative   -> *Factor              , < ]
[ Negative   -> *- Factor            , + ]
[ Negative   -> *Factor              , + ]
[ Negative   -> *- Factor            , - ]
[ Negative   -> *Factor              , - ]
[ Negative   -> *- Factor            , * ]
[ Negative   -> *Factor              , * ]
[ Negative   -> *- Factor            , / ]
[ Negative   -> *Factor              , / ]
[ Factor     -> *Access              , ) ]
[ Factor     -> *integer             , ) ]
[ Factor     -> *floating            , ) ]
[ Factor     -> *litstring           , ) ]
[ Factor     -> *true                , ) ]
[ Factor     -> *false               , ) ]
[ Factor     -> *Access              , || ]
[ Factor     -> *integer             , || ]
[ Factor     -> *floating            , || ]
[ Factor     -> *litstring           , || ]
[ Factor     -> *true                , || ]
[ Factor     -> *false               , || ]
[ Factor     -> *Access              , && ]
[ Factor     -> *integer             , && ]
[ Factor     -> *floating            , && ]
[ Factor     -> *litstring           , && ]
[ Factor     -> *true                , && ]
[ Factor     -> *false               , && ]
[ Factor     -> *Access              , =? ]
[ Factor     -> *integer             , =? ]
[ Factor     -> *floating            , =? ]
[ Factor     -> *litstring           , =? ]
[ Factor     -> *true                , =? ]
[ Factor     -> *false               , =? ]
[ Factor     -> *Access              , >= ]
[ Factor     -> *integer             , >= ]
[ Factor     -> *floating            , >= ]
[ Factor     -> *litstring           , >= ]
[ Factor     -> *true                , >= ]
[ Factor     -> *false               , >= ]
[ Factor     -> *Access              , <= ]
[ Factor     -> *integer             , <= ]
[ Factor     -> *floating            , <= ]
[ Factor     -> *litstring           , <= ]
[ Factor     -> *true                , <= ]
[ Factor     -> *false               , <= ]
[ Factor     -> *Access              , > ]
[ Factor     -> *integer             , > ]
[ Factor     -> *floating            , > ]
[ Factor     -> *litstring           , > ]
[ Factor     -> *true                , > ]
[ Factor     -> *false               , > ]
[ Factor     -> *Access              , < ]
[ Factor     -> *integer             , < ]
[ Factor     -> *floating            , < ]
[ Factor     -> *litstring           , < ]
[ Factor     -> *true                , < ]
[ Factor     -> *false               , < ]
[ Factor     -> *Access              , + ]
[ Factor     -> *integer             , + ]
[ Factor     -> *floating            , + ]
[ Factor     -> *litstring           , + ]
[ Factor     -> *true                , + ]
[ Factor     -> *false               , + ]
[ Factor     -> *Access              , - ]
[ Factor     -> *integer             , - ]
[ Factor     -> *floating            , - ]
[ Factor     -> *litstring           , - ]
[ Factor     -> *true                , - ]
[ Factor     -> *false               , - ]
[ Factor     -> *Access              , * ]
[ Factor     -> *integer             , * ]
[ Factor     -> *floating            , * ]
[ Factor     -> *litstring           , * ]
[ Factor     -> *true                , * ]
[ Factor     -> *false               , * ]
[ Factor     -> *Access              , / ]
[ Factor     -> *integer             , / ]
[ Factor     -> *floating            , / ]
[ Factor     -> *litstring           , / ]
[ Factor     -> *true                , / ]
[ Factor     -> *false               , / ]
[ Access     -> *Access [ Expr ]     , ) ]
[ Access     -> *Access ( Args )     , ) ]
[ Access     -> *Access . Identifier , ) ]
[ Access     -> *AccessBase          , ) ]
[ Access     -> *Access [ Expr ]     , || ]
[ Access     -> *Access ( Args )     , || ]
[ Access     -> *Access . Identifier , || ]
[ Access     -> *AccessBase          , || ]
[ Access     -> *Access [ Expr ]     , && ]
[ Access     -> *Access ( Args )     , && ]
[ Access     -> *Access . Identifier , && ]
[ Access     -> *AccessBase          , && ]
[ Access     -> *Access [ Expr ]     , =? ]
[ Access     -> *Access ( Args )     , =? ]
[ Access     -> *Access . Identifier , =? ]
[ Access     -> *AccessBase          , =? ]
[ Access     -> *Access [ Expr ]     , >= ]
[ Access     -> *Access ( Args )     , >= ]
[ Access     -> *Access . Identifier , >= ]
[ Access     -> *AccessBase          , >= ]
[ Access     -> *Access [ Expr ]     , <= ]
[ Access     -> *Access ( Args )     , <= ]
[ Access     -> *Access . Identifier , <= ]
[ Access     -> *AccessBase          , <= ]
[ Access     -> *Access [ Expr ]     , > ]
[ Access     -> *Access ( Args )     , > ]
[ Access     -> *Access . Identifier , > ]
[ Access     -> *AccessBase          , > ]
[ Access     -> *Access [ Expr ]     , < ]
[ Access     -> *Access ( Args )     , < ]
[ Access     -> *Access . Identifier , < ]
[ Access     -> *AccessBase          , < ]
[ Access     -> *Access [ Expr ]     , + ]
[ Access     -> *Access ( Args )     , + ]
[ Access     -> *Access . Identifier , + ]
[ Access     -> *AccessBase          , + ]
[ Access     -> *Access [ Expr ]     , - ]
[ Access     -> *Access ( Args )     , - ]
[ Access     -> *Access . Identifier , - ]
[ Access     -> *AccessBase          , - ]
[ Access     -> *Access [ Expr ]     , * ]
[ Access     -> *Access ( Args )     , * ]
[ Access     -> *Access . Identifier , * ]
[ Access     -> *AccessBase          , * ]
[ Access     -> *Access [ Expr ]     , / ]
[ Access     -> *Access ( Args )     , / ]
[ Access     -> *Access . Identifier , / ]
[ Access     -> *AccessBase          , / ]
[ Access     -> *Access [ Expr ]     , [ ]
[ Access     -> *Access ( Args )     , [ ]
[ Access     -> *Access . Identifier , [ ]
[ Access     -> *AccessBase          , [ ]
[ Access     -> *Access [ Expr ]     , ( ]
[ Access     -> *Access ( Args )     , ( ]
[ Access     -> *Access . Identifier , ( ]
[ Access     -> *AccessBase          , ( ]
[ Access     -> *Access [ Expr ]     , . ]
[ Access     -> *Access ( Args )     , . ]
[ Access     -> *Access . Identifier , . ]
[ Access     -> *AccessBase          , . ]
[ AccessBase -> *Identifier          , ) ]
[ AccessBase -> *( Expr )            , ) ]
[ AccessBase -> *Identifier          , || ]
[ AccessBase -> *( Expr )            , || ]
[ AccessBase -> *Identifier          , && ]
[ AccessBase -> *( Expr )            , && ]
[ AccessBase -> *Identifier          , =? ]
[ AccessBase -> *( Expr )            , =? ]
[ AccessBase -> *Identifier          , >= ]
[ AccessBase -> *( Expr )            , >= ]
[ AccessBase -> *Identifier          , <= ]
[ AccessBase -> *( Expr )            , <= ]
[ AccessBase -> *Identifier          , > ]
[ AccessBase -> *( Expr )            , > ]
[ AccessBase -> *Identifier          , < ]
[ AccessBase -> *( Expr )            , < ]
[ AccessBase -> *Identifier          , + ]
[ AccessBase -> *( Expr )            , + ]
[ AccessBase -> *Identifier          , - ]
[ AccessBase -> *( Expr )            , - ]
[ AccessBase -> *Identifier          , * ]
[ AccessBase -> *( Expr )            , * ]
[ AccessBase -> *Identifier          , / ]
[ AccessBase -> *( Expr )            , / ]
[ AccessBase -> *Identifier          , [ ]
[ AccessBase -> *( Expr )            , [ ]
[ AccessBase -> *Identifier          , ( ]
[ AccessBase -> *( Expr )            , ( ]
[ AccessBase -> *Identifier          , . ]
[ AccessBase -> *( Expr )            , . ]
[ Identifier -> *name                , ) ]
[ Identifier -> *name                , || ]
[ Identifier -> *name                , && ]
[ Identifier -> *name                , =? ]
[ Identifier -> *name                , >= ]
[ Identifier -> *name                , <= ]
[ Identifier -> *name                , > ]
[ Identifier -> *name                , < ]
[ Identifier -> *name                , + ]
[ Identifier -> *name                , - ]
[ Identifier -> *name                , * ]
[ Identifier -> *name                , / ]
[ Identifier -> *name                , [ ]
[ Identifier -> *name                , ( ]
[ Identifier -> *name                , . ]
-------------------------------------------

---------------- State 108 ----------------
[ Eval       -> Eval - *Term         , ) ]
[ Eval       -> Eval - *Term         , || ]
[ Eval       -> Eval - *Term         , && ]
[ Eval       -> Eval - *Term         , =? ]
[ Eval       -> Eval - *Term         , >= ]
[ Eval       -> Eval - *Term         , <= ]
[ Eval       -> Eval - *Term         , > ]
[ Eval       -> Eval - *Term         , < ]
[ Eval       -> Eval - *Term         , + ]
[ Eval       -> Eval - *Term         , - ]
[ Term       -> *Term * Negative     , ) ]
[ Term       -> *Term / Negative     , ) ]
[ Term       -> *Negative            , ) ]
[ Term       -> *Term * Negative     , || ]
[ Term       -> *Term / Negative     , || ]
[ Term       -> *Negative            , || ]
[ Term       -> *Term * Negative     , && ]
[ Term       -> *Term / Negative     , && ]
[ Term       -> *Negative            , && ]
[ Term       -> *Term * Negative     , =? ]
[ Term       -> *Term / Negative     , =? ]
[ Term       -> *Negative            , =? ]
[ Term       -> *Term * Negative     , >= ]
[ Term       -> *Term / Negative     , >= ]
[ Term       -> *Negative            , >= ]
[ Term       -> *Term * Negative     , <= ]
[ Term       -> *Term / Negative     , <= ]
[ Term       -> *Negative            , <= ]
[ Term       -> *Term * Negative     , > ]
[ Term       -> *Term / Negative     , > ]
[ Term       -> *Negative            , > ]
[ Term       -> *Term * Negative     , < ]
[ Term       -> *Term / Negative     , < ]
[ Term       -> *Negative            , < ]
[ Term       -> *Term * Negative     , + ]
[ Term       -> *Term / Negative     , + ]
[ Term       -> *Negative            , + ]
[ Term       -> *Term * Negative     , - ]
[ Term       -> *Term / Negative     , - ]
[ Term       -> *Negative            , - ]
[ Term       -> *Term * Negative     , * ]
[ Term       -> *Term / Negative     , * ]
[ Term       -> *Negative            , * ]
[ Term       -> *Term * Negative     , / ]
[ Term       -> *Term / Negative     , / ]
[ Term       -> *Negative            , / ]
[ Negative   -> *- Factor            , ) ]
[ Negative   -> *Factor              , ) ]
[ Negative   -> *- Factor            , || ]
[ Negative   -> *Factor              , || ]
[ Negative   -> *- Factor            , && ]
[ Negative   -> *Factor              , && ]
[ Negative   -> *- Factor            , =? ]
[ Negative   -> *Factor              , =? ]
[ Negative   -> *- Factor            , >= ]
[ Negative   -> *Factor              , >= ]
[ Negative   -> *- Factor            , <= ]
[ Negative   -> *Factor              , <= ]
[ Negative   -> *- Factor            , > ]
[ Negative   -> *Factor              , > ]
[ Negative   -> *- Factor            , < ]
[ Negative   -> *Factor              , < ]
[ Negative   -> *- Factor            , + ]
[ Negative   -> *Factor              , + ]
[ Negative   -> *- Factor            , - ]
[ Negative   -> *Factor              , - ]
[ Negative   -> *- Factor            , * ]
[ Negative   -> *Factor              , * ]
[ Negative   -> *- Factor            , / ]
[ Negative   -> *Factor              , / ]
[ Factor     -> *Access              , ) ]
[ Factor     -> *integer             , ) ]
[ Factor     -> *floating            , ) ]
[ Factor     -> *litstring           , ) ]
[ Factor     -> *true                , ) ]
[ Factor     -> *false               , ) ]
[ Factor     -> *Access              , || ]
[ Factor     -> *integer             , || ]
[ Factor     -> *floating            , || ]
[ Factor     -> *litstring           , || ]
[ Factor     -> *true                , || ]
[ Factor     -> *false               , || ]
[ Factor     -> *Access              , && ]
[ Factor     -> *integer             , && ]
[ Factor     -> *floating            , && ]
[ Factor     -> *litstring           , && ]
[ Factor     -> *true                , && ]
[ Factor     -> *false               , && ]
[ Factor     -> *Access              , =? ]
[ Factor     -> *integer             , =? ]
[ Factor     -> *floating            , =? ]
[ Factor     -> *litstring           , =? ]
[ Factor     -> *true                , =? ]
[ Factor     -> *false               , =? ]
[ Factor     -> *Access              , >= ]
[ Factor     -> *integer             , >= ]
[ Factor     -> *floating            , >= ]
[ Factor     -> *litstring           , >= ]
[ Factor     -> *true                , >= ]
[ Factor     -> *false               , >= ]
[ Factor     -> *Access              , <= ]
[ Factor     -> *integer             , <= ]
